package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable
PKG042575,CUST0824,frecuente,2024-12-01,5.1,0.88,1.41,2.39,Lima,Centro,FastCargo,Normal,1,0
PKG042576,CUST0533,premium,2024-11-28,6.4,1.01,1.3,4.53,Arequipa,Sur,RapidBox,Normal,1,0
PKG042577,CUST1963,nuevo,2024-12-31,0.6,0.55,1.79,1.63,Lambayeque,Norte,LogisticX,Express,1,0
PKG042578,CUST1219,frecuente,2024-12-21,1.5,0.87,1.76,2.02,Lima,Centro,PerúGo,Normal,1,0
PKG042579,CUST1731,frecuente,2024-11-23,1.1,0.52,1.63,1.89,Callao,Centro,RapidBox,Express,1,0
PKG042580,CUST1599,nuevo,2024-11-26,2.4,4.93,1.84,4.0,Arequipa,Sur,FastCargo,Normal,1,0
PKG042581,CUST1452,nuevo,2024-12-25,0.5,2.95,2.58,1.83,Lima,Centro,LogisticX,Normal,1,0
PKG042582,CUST1096,nuevo,2024-12-27,1.4,0.14,1.94,4.37,Callao,Centro,EnvíaloYa,Express,1,0
PKG042583,CUST0268,frecuente,2024-12-10,0.9,0.4,1.43,1.9,San Martín,Oriente,EnvíaloYa,Normal,1,0
PKG042584,CUST1437,premium,2024-12-03,4.1,0.33,1.53,2.35,San Martín,Oriente,LogisticX,Normal,1,0
PKG042585,CUST0198,frecuente,2024-03-08,4.3,0.94,0.65,2.23,Lambayeque,Norte,LogisticX,Normal,0,0
PKG042586,CUST1187,nuevo,2024-12-11,2.4,4.6,0.86,4.03,Ica,Sur,EnvíaloYa,Normal,1,0
PKG042587,CUST1474,frecuente,2024-06-03,2.5,0.59,0.52,2.0,Lima,Centro,PerúGo,Normal,0,0
PKG042588,CUST0867,nuevo,2024-11-08,0.5,0.97,1.53,3.51,Puno,Sur,LogisticX,Normal,1,0
PKG042589,CUST0379,frecuente,2024-09-04,1.7,1.6,0.7,4.1,Callao,Centro,LogisticX,Normal,0,0
PKG042590,CUST0862,nuevo,2024-07-29,5.1,0.59,0.98,3.66,Lima,Centro,PerúGo,Normal,0,0
PKG042591,CUST0455,frecuente,2024-07-08,3.4,0.8,1.1,1.98,Lima,Centro,EnvíaloYa,Normal,0,0
PKG042592,CUST0892,premium,2024-12-14,2.3,0.37,1.86,1.52,Lima,Centro,PerúGo,Normal,1,0
PKG042593,CUST1086,nuevo,2024-12-03,2.9,0.65,2.28,1.96,Lima,Centro,LogisticX,Normal,1,0
PKG042594,CUST1171,nuevo,2024-11-03,2.3,0.33,2.21,4.02,Cusco,Sur,LogisticX,Normal,1,0
PKG042595,CUST0309,frecuente,2024-11-21,2.7,2.22,1.01,1.76,Tacna,Sur,PerúGo,Normal,1,0
PKG042596,CUST0095,frecuente,2024-12-30,1.9,3.3,4.08,4.03,Puno,Sur,RapidBox,Normal,1,0
PKG042597,CUST0379,frecuente,2024-08-30,0.7,5.7,2.07,3.72,Lima,Centro,RapidBox,Express,0,0
PKG042598,CUST0448,frecuente,2024-11-07,1.1,0.39,1.62,3.9,San Martín,Oriente,FastCargo,Normal,1,0
PKG042599,CUST1651,frecuente,2024-11-05,2.5,4.49,1.21,4.14,Lima,Centro,LogisticX,Normal,1,0
PKG042600,CUST0229,nuevo,2024-12-24,2.1,1.59,0.86,2.03,Lima,Centro,RapidBox,Normal,1,0
PKG042601,CUST0899,nuevo,2024-08-02,0.8,2.3,1.29,2.44,Ancash,Centro,RapidBox,Normal,0,0
PKG042602,CUST0691,nuevo,2024-12-30,1.4,3.31,0.82,2.27,Lima,Centro,RapidBox,Normal,1,0
PKG042603,CUST0398,frecuente,2024-07-04,5.1,0.89,2.61,2.27,Lambayeque,Norte,PerúGo,Normal,0,0
PKG042604,CUST1972,premium,2024-03-07,0.7,0.86,0.68,1.89,Madre de Dios,Oriente,PerúGo,Express,0,0
PKG042605,CUST1236,premium,2024-04-26,4.5,0.19,2.3,2.0,Lima,Centro,LogisticX,Express,0,0
PKG042606,CUST0147,premium,2024-09-16,2.2,0.32,0.59,3.83,Ucayali,Oriente,RapidBox,Normal,0,0
PKG042607,CUST1078,frecuente,2024-11-19,1.5,0.71,11.41,1.72,Junín,Centro,EnvíaloYa,Express,1,0
PKG042608,CUST0918,frecuente,2024-11-03,1.5,0.6,1.42,3.87,Ica,Sur,FastCargo,Normal,1,0
PKG042609,CUST1295,nuevo,2024-08-17,3.4,0.49,2.27,4.39,Ica,Sur,PerúGo,Normal,0,0
PKG042610,CUST1568,premium,2024-11-08,5.7,1.26,1.12,4.25,La Libertad,Norte,LogisticX,Normal,1,0
PKG042611,CUST1851,frecuente,2024-12-12,0.7,1.98,1.16,1.73,Lima,Centro,FastCargo,Express,1,0
PKG042612,CUST1830,frecuente,2024-12-12,1.1,0.57,2.44,1.8,Lima,Centro,PerúGo,Normal,1,0
PKG042613,CUST0375,frecuente,2024-11-28,2.8,4.51,1.22,1.94,Callao,Centro,RapidBox,Normal,1,0
PKG042614,CUST1123,frecuente,2024-12-26,5.6,0.36,0.65,1.66,Lima,Centro,RapidBox,Normal,1,0
PKG042615,CUST1618,nuevo,2024-11-12,2.4,0.26,1.2,1.69,Piura,Norte,PerúGo,Normal,1,0
PKG042616,CUST1728,nuevo,2024-01-05,5.9,1.3,3.25,2.46,Tacna,Sur,FastCargo,Normal,0,0
PKG042617,CUST1893,nuevo,2024-06-26,1.2,0.52,3.28,4.05,Junín,Centro,RapidBox,Normal,0,0
PKG042618,CUST0861,premium,2024-07-19,1.6,1.11,0.9,1.78,Piura,Norte,FastCargo,Normal,0,0
PKG042619,CUST1602,frecuente,2024-11-06,1.2,0.39,1.5,1.94,Lima,Centro,EnvíaloYa,Normal,1,0
PKG042620,CUST0644,premium,2024-12-20,0.8,2.07,1.6,4.72,Piura,Norte,LogisticX,Normal,1,0
PKG042621,CUST0099,nuevo,2024-12-12,7.7,7.33,1.71,2.1,San Martín,Oriente,FastCargo,Express,1,1
PKG042622,CUST0025,frecuente,2024-05-21,2.5,0.23,4.77,2.29,Ucayali,Oriente,PerúGo,Normal,0,0
PKG042623,CUST0483,nuevo,2024-11-03,2.2,0.29,2.28,4.36,Lima,Centro,FastCargo,Normal,1,0
PKG042624,CUST0252,nuevo,2024-11-20,2.9,0.47,0.88,2.32,Arequipa,Sur,FastCargo,Normal,1,0
PKG042625,CUST0620,premium,2024-12-30,3.7,5.39,0.79,2.62,Junín,Centro,EnvíaloYa,Normal,1,0
PKG042626,CUST0446,nuevo,2024-01-20,3.8,0.35,0.91,4.52,Arequipa,Sur,EnvíaloYa,Normal,0,0
PKG042627,CUST1689,frecuente,2024-10-09,2.4,0.51,4.72,3.4,Lima,Centro,EnvíaloYa,Normal,0,0
PKG042628,CUST0489,frecuente,2024-12-30,0.5,0.57,1.6,2.18,Ayacucho,Sur,EnvíaloYa,Normal,1,0
PKG042629,CUST0222,frecuente,2024-12-29,2.0,0.5,1.46,1.74,Piura,Norte,EnvíaloYa,Express,1,0
PKG042630,CUST1923,frecuente,2024-07-20,0.9,0.94,1.39,2.18,Arequipa,Sur,RapidBox,Normal,0,0
PKG042631,CUST1556,frecuente,2024-01-01,6.0,0.21,2.31,2.04,Cusco,Sur,EnvíaloYa,Normal,0,0
PKG042632,CUST0333,nuevo,2024-11-11,1.2,1.67,2.9,4.21,Lima,Centro,PerúGo,Normal,1,0
PKG042633,CUST0343,nuevo,2024-12-15,2.6,2.23,2.06,3.69,Lima,Centro,FastCargo,Normal,1,0
PKG042634,CUST0651,frecuente,2024-07-16,5.8,0.1,1.35,1.57,Lima,Centro,RapidBox,Normal,0,0
PKG042635,CUST0734,nuevo,2024-12-23,2.5,0.8,1.8,2.54,Cajamarca,Norte,FastCargo,Normal,1,0
PKG042636,CUST1562,frecuente,2024-07-21,4.1,0.96,3.28,2.32,Tacna,Sur,FastCargo,Normal,0,0
PKG042637,CUST0521,frecuente,2024-11-14,3.6,0.31,1.7,3.92,Tacna,Sur,LogisticX,Normal,1,0
PKG042638,CUST1308,frecuente,2024-11-28,4.2,1.55,1.93,3.99,La Libertad,Norte,RapidBox,Normal,1,0
PKG042639,CUST0316,frecuente,2024-07-29,1.9,2.16,0.2,4.81,Puno,Sur,PerúGo,Normal,0,0
PKG042640,CUST1095,frecuente,2024-08-02,5.9,1.52,3.24,4.03,Amazonas,Sierra,EnvíaloYa,Express,0,0
PKG042641,CUST1050,frecuente,2024-10-13,3.0,0.73,4.08,4.49,Cusco,Sur,LogisticX,Normal,0,0
PKG042642,CUST0872,frecuente,2024-12-11,9.2,5.97,0.66,2.03,Lima,Centro,FastCargo,Normal,1,0
PKG042643,CUST0351,frecuente,2024-03-02,3.5,7.76,2.75,3.88,La Libertad,Norte,LogisticX,Normal,0,1
PKG042644,CUST1326,nuevo,2024-11-17,4.7,0.82,4.5,1.77,Lima,Centro,FastCargo,Normal,1,0
PKG042645,CUST1326,premium,2024-11-22,4.8,0.8,1.65,1.88,Callao,Centro,EnvíaloYa,Normal,1,0
PKG042646,CUST0511,premium,2024-11-08,1.2,0.86,2.65,2.3,La Libertad,Norte,RapidBox,Normal,1,0
PKG042647,CUST0777,premium,2024-12-24,6.4,0.71,1.15,2.34,Callao,Centro,EnvíaloYa,Normal,1,0
PKG042648,CUST0847,frecuente,2024-11-13,7.9,1.48,0.99,4.25,San Martín,Oriente,LogisticX,Normal,1,0
PKG042649,CUST1125,frecuente,2024-11-17,3.1,0.7,1.57,4.45,Lima,Centro,PerúGo,Normal,1,0
PKG042650,CUST0925,premium,2024-11-13,0.6,1.13,2.24,2.28,Puno,Sur,EnvíaloYa,Normal,1,0
PKG042651,CUST0217,frecuente,2024-11-28,1.7,0.63,2.04,3.84,Lima,Centro,EnvíaloYa,Normal,1,0
PKG042652,CUST1435,nuevo,2024-03-23,0.8,0.62,2.16,2.41,Lima,Centro,LogisticX,Normal,0,0
PKG042653,CUST0665,premium,2024-12-19,1.7,1.17,0.55,2.18,Lima,Centro,PerúGo,Normal,1,0
PKG042654,CUST1058,nuevo,2024-01-26,7.2,0.53,2.39,1.73,Lima,Centro,FastCargo,Normal,0,0
PKG042655,CUST0503,frecuente,2024-11-18,2.0,0.72,3.75,2.08,Lima,Centro,EnvíaloYa,Express,1,0
PKG042656,CUST0700,frecuente,2024-11-15,2.2,0.24,2.63,2.01,Lima,Centro,LogisticX,Normal,1,0
PKG042657,CUST1347,nuevo,2024-05-06,2.0,0.27,1.53,3.78,Lambayeque,Norte,PerúGo,Normal,0,0
PKG042658,CUST1973,frecuente,2024-01-25,1.7,0.78,4.14,2.44,Lima,Centro,RapidBox,Normal,0,0
PKG042659,CUST0429,nuevo,2024-03-25,2.1,0.35,1.02,2.33,Ancash,Centro,FastCargo,Express,0,0
PKG042660,CUST1756,nuevo,2024-06-14,2.5,0.56,2.29,2.04,Apurímac,Sur,RapidBox,Normal,0,0
PKG042661,CUST1194,nuevo,2024-12-17,3.3,0.13,2.57,4.04,La Libertad,Norte,LogisticX,Normal,1,0
PKG042662,CUST1585,nuevo,2024-12-14,1.6,7.3,0.84,2.46,Lima,Centro,LogisticX,Normal,1,0
PKG042663,CUST1483,nuevo,2024-02-08,1.6,1.46,2.22,2.36,Lima,Centro,RapidBox,Normal,0,0
PKG042664,CUST0652,nuevo,2024-06-25,8.6,3.1,1.0,4.47,Ancash,Centro,PerúGo,Normal,0,0
PKG042665,CUST1715,frecuente,2024-12-18,2.4,0.52,4.51,1.8,San Martín,Oriente,FastCargo,Normal,1,0
PKG042666,CUST1338,nuevo,2024-05-24,2.9,0.86,1.17,2.69,Lima,Centro,EnvíaloYa,Normal,0,0
PKG042667,CUST0522,nuevo,2024-12-31,3.2,2.38,3.99,4.09,Piura,Norte,RapidBox,Normal,1,0
PKG042668,CUST0334,nuevo,2024-06-05,0.6,0.36,4.4,1.87,La Libertad,Norte,PerúGo,Normal,0,0
PKG042669,CUST1263,nuevo,2024-11-30,3.3,1.04,1.89,3.91,Junín,Centro,EnvíaloYa,Express,1,0
PKG042670,CUST1886,frecuente,2024-09-11,6.7,0.9,1.31,4.14,Cajamarca,Norte,FastCargo,Normal,0,0
PKG042671,CUST0336,nuevo,2024-03-24,3.2,0.49,1.11,1.85,Arequipa,Sur,LogisticX,Normal,0,0
PKG042672,CUST0113,premium,2024-06-04,0.5,1.03,2.15,1.84,La Libertad,Norte,RapidBox,Express,0,0
PKG042673,CUST0260,frecuente,2024-11-22,4.7,0.3,1.85,1.83,Callao,Centro,FastCargo,Express,1,0
PKG042674,CUST0419,frecuente,2024-07-24,5.7,0.49,1.54,2.22,Cajamarca,Norte,PerúGo,Normal,0,0
PKG042675,CUST0397,premium,2024-11-13,4.3,0.75,3.2,3.81,Piura,Norte,RapidBox,Normal,1,0
PKG042676,CUST1998,frecuente,2024-05-05,1.5,1.58,2.12,4.23,Lima,Centro,FastCargo,Express,0,0
PKG042677,CUST1476,frecuente,2024-09-30,0.9,0.22,1.54,4.08,Ica,Sur,EnvíaloYa,Normal,0,0
PKG042678,CUST1049,nuevo,2024-11-02,2.0,6.4,0.53,2.21,Callao,Centro,RapidBox,Normal,1,0
PKG042679,CUST0237,frecuente,2024-09-08,5.1,0.16,0.54,2.62,Lima,Centro,RapidBox,Normal,0,0
PKG042680,CUST0883,frecuente,2024-04-30,2.7,0.27,0.55,1.99,Arequipa,Sur,PerúGo,Normal,0,0
PKG042681,CUST0672,premium,2024-10-08,2.9,1.66,1.25,4.25,Tacna,Sur,FastCargo,Normal,0,0
PKG042682,CUST0413,frecuente,2024-11-24,0.9,0.19,2.11,2.32,Lima,Centro,PerúGo,Express,1,0
PKG042683,CUST0327,premium,2024-12-27,0.9,1.25,5.32,4.46,Ayacucho,Sur,PerúGo,Normal,1,0
PKG042684,CUST1375,nuevo,2024-12-06,1.0,0.6,2.84,4.37,Callao,Centro,EnvíaloYa,Normal,1,0
PKG042685,CUST0049,frecuente,2024-04-08,0.5,2.58,5.12,1.73,Huánuco,Centro,LogisticX,Express,0,0
PKG042686,CUST0561,premium,2024-06-15,2.7,0.11,2.93,2.01,Arequipa,Sur,PerúGo,Normal,0,0
PKG042687,CUST1090,frecuente,2024-02-18,3.7,0.84,0.67,3.6,Lima,Centro,FastCargo,Normal,0,0
PKG042688,CUST1209,premium,2024-03-23,3.2,0.3,3.0,1.82,Lima,Centro,LogisticX,Express,0,0
PKG042689,CUST0593,frecuente,2024-06-01,3.1,4.67,1.11,1.34,Ica,Sur,PerúGo,Normal,0,1
PKG042690,CUST0955,nuevo,2024-05-01,6.8,0.5,3.13,4.01,Ica,Sur,EnvíaloYa,Normal,0,0
PKG042691,CUST0256,premium,2024-05-10,2.5,0.43,0.41,1.87,Lima,Centro,PerúGo,Normal,0,0
PKG042692,CUST1544,frecuente,2024-05-20,2.6,4.07,0.65,4.44,Lima,Centro,FastCargo,Normal,0,0
PKG042693,CUST1107,frecuente,2024-07-02,11.8,0.78,2.8,4.03,Lambayeque,Norte,PerúGo,Normal,0,0
PKG042694,CUST0534,frecuente,2024-03-17,1.5,0.19,1.7,2.1,Piura,Norte,FastCargo,Normal,0,0
PKG042695,CUST1387,nuevo,2024-06-18,2.1,2.68,0.87,4.11,Lima,Centro,PerúGo,Normal,0,0
PKG042696,CUST0128,premium,2024-11-23,9.1,0.42,3.2,2.5,Ayacucho,Sur,FastCargo,Normal,1,0
PKG042697,CUST1204,frecuente,2024-05-24,2.1,3.36,3.65,2.0,Ucayali,Oriente,LogisticX,Normal,0,1
PKG042698,CUST1611,nuevo,2024-04-14,1.4,9.59,2.02,4.17,Lambayeque,Norte,FastCargo,Normal,0,0
PKG042699,CUST1197,nuevo,2024-02-11,5.8,0.38,2.57,4.16,Ayacucho,Sur,EnvíaloYa,Normal,0,0
PKG042700,CUST1179,premium,2024-10-31,2.6,2.14,2.45,4.04,Cusco,Sur,LogisticX,Normal,0,0
PKG042701,CUST1994,nuevo,2024-12-12,4.1,0.37,2.12,2.5,Arequipa,Sur,PerúGo,Normal,1,0
PKG042702,CUST1167,frecuente,2024-02-06,3.8,3.19,1.57,1.88,Lima,Centro,RapidBox,Normal,0,1
PKG042703,CUST1267,frecuente,2024-11-06,3.5,0.19,2.48,3.44,Arequipa,Sur,LogisticX,Normal,1,0
PKG042704,CUST0439,frecuente,2024-11-19,3.5,1.22,1.9,3.98,Lima,Centro,LogisticX,Normal,1,0
PKG042705,CUST0872,nuevo,2024-11-12,3.0,4.02,1.09,2.48,Lima,Centro,PerúGo,Express,1,0
PKG042706,CUST1044,frecuente,2024-12-17,1.7,0.22,2.02,2.23,Piura,Norte,FastCargo,Normal,1,0
PKG042707,CUST1788,premium,2024-12-15,3.7,1.01,3.38,1.59,Callao,Centro,RapidBox,Normal,1,0
PKG042708,CUST1561,premium,2024-02-04,6.1,0.25,1.33,2.05,Piura,Norte,EnvíaloYa,Normal,0,0
PKG042709,CUST0411,frecuente,2024-08-08,2.6,0.42,0.95,1.61,Lima,Centro,FastCargo,Express,0,0
PKG042710,CUST1705,frecuente,2024-11-21,2.5,0.42,1.05,2.02,Arequipa,Sur,FastCargo,Normal,1,0
PKG042711,CUST1230,frecuente,2024-12-26,0.9,0.92,1.32,2.03,Lima,Centro,FastCargo,Normal,1,0
PKG042712,CUST0425,nuevo,2024-12-08,1.4,9.5,0.57,1.54,Lima,Centro,EnvíaloYa,Normal,1,0
PKG042713,CUST0717,premium,2024-04-17,2.1,0.64,1.61,3.51,Lima,Centro,LogisticX,Normal,0,0
PKG042714,CUST1177,nuevo,2024-06-19,0.9,0.7,2.57,4.25,Lima,Centro,FastCargo,Normal,0,0
PKG042715,CUST0698,frecuente,2024-12-03,1.3,1.3,0.27,1.91,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG042716,CUST1477,frecuente,2024-10-14,0.5,0.89,0.9,4.21,Lima,Centro,PerúGo,Normal,0,0
PKG042717,CUST1320,premium,2024-11-06,1.9,1.13,1.57,3.91,Piura,Norte,RapidBox,Normal,1,0
PKG042718,CUST1460,nuevo,2024-11-14,3.7,0.95,2.13,3.97,Callao,Centro,PerúGo,Normal,1,0
PKG042719,CUST0470,nuevo,2024-03-04,2.4,0.19,3.27,3.65,Callao,Centro,PerúGo,Normal,0,0
PKG042720,CUST1906,premium,2024-12-14,4.7,0.4,3.36,2.2,La Libertad,Norte,PerúGo,Normal,1,0
PKG042721,CUST0616,frecuente,2024-12-15,0.8,0.57,1.33,1.92,Lima,Centro,PerúGo,Normal,1,0
PKG042722,CUST0052,premium,2024-10-12,0.5,1.27,0.87,2.23,La Libertad,Norte,LogisticX,Normal,0,0
PKG042723,CUST1631,nuevo,2024-11-16,2.0,6.86,5.57,2.29,Lima,Centro,EnvíaloYa,Express,1,1
PKG042724,CUST0346,nuevo,2024-11-20,1.4,2.03,2.27,1.67,Lima,Centro,FastCargo,Normal,1,0
PKG042725,CUST0048,frecuente,2024-04-25,2.7,0.25,2.37,2.15,Junín,Centro,RapidBox,Normal,0,0
PKG042726,CUST0847,premium,2024-03-09,3.6,2.06,0.99,1.54,Lima,Centro,RapidBox,Normal,0,0
PKG042727,CUST1837,frecuente,2024-01-13,0.9,0.44,0.43,2.26,Lambayeque,Norte,LogisticX,Normal,0,0
PKG042728,CUST1537,frecuente,2024-12-21,3.1,0.43,1.22,2.28,Puno,Sur,LogisticX,Normal,1,0
PKG042729,CUST1918,nuevo,2024-07-29,9.5,0.84,0.79,4.04,Callao,Centro,LogisticX,Normal,0,0
PKG042730,CUST0625,nuevo,2024-02-22,0.5,7.93,1.49,1.87,Ayacucho,Sur,FastCargo,Normal,0,1
PKG042731,CUST0214,frecuente,2024-10-11,1.0,0.28,0.75,3.94,Junín,Centro,LogisticX,Normal,0,0
PKG042732,CUST0755,nuevo,2024-02-16,1.4,1.83,1.24,1.98,Cajamarca,Norte,EnvíaloYa,Express,0,0
PKG042733,CUST1559,frecuente,2024-02-22,6.6,1.07,2.92,3.7,Puno,Sur,FastCargo,Normal,0,0
PKG042734,CUST1424,premium,2024-10-25,4.4,3.7,2.24,3.89,Amazonas,Sierra,EnvíaloYa,Normal,0,0
PKG042735,CUST0244,nuevo,2024-11-02,2.9,0.52,4.71,4.08,Junín,Centro,EnvíaloYa,Normal,1,0
PKG042736,CUST0189,premium,2024-11-10,4.1,0.64,0.84,4.11,Ica,Sur,RapidBox,Normal,1,0
PKG042737,CUST0976,frecuente,2024-11-20,3.6,0.07,2.21,2.46,Ucayali,Oriente,PerúGo,Normal,1,0
PKG042738,CUST1024,nuevo,2024-11-21,2.2,2.0,3.26,2.59,Lima,Centro,FastCargo,Express,1,0
PKG042739,CUST1662,nuevo,2024-09-21,3.5,2.98,3.23,2.36,Arequipa,Sur,EnvíaloYa,Normal,0,0
PKG042740,CUST0397,frecuente,2024-11-18,2.1,0.98,1.49,1.67,La Libertad,Norte,EnvíaloYa,Express,1,0
PKG042741,CUST0241,frecuente,2024-07-04,1.8,1.72,0.69,3.53,Ica,Sur,FastCargo,Normal,0,0
PKG042742,CUST0210,frecuente,2024-09-26,1.7,0.15,1.44,1.88,La Libertad,Norte,FastCargo,Normal,0,0
PKG042743,CUST1233,premium,2024-08-27,2.7,2.33,4.22,1.83,La Libertad,Norte,PerúGo,Normal,0,0
PKG042744,CUST0571,frecuente,2024-07-19,1.7,0.37,2.26,4.14,Arequipa,Sur,EnvíaloYa,Normal,0,0
PKG042745,CUST1310,nuevo,2024-05-25,1.5,2.54,4.76,3.91,Cusco,Sur,EnvíaloYa,Normal,0,0
PKG042746,CUST1574,nuevo,2024-02-17,2.3,0.68,3.11,2.3,La Libertad,Norte,LogisticX,Normal,0,0
PKG042747,CUST1953,premium,2024-11-01,0.9,2.6,0.91,2.2,Cajamarca,Norte,FastCargo,Express,1,0
PKG042748,CUST0427,frecuente,2024-11-05,0.5,0.8,0.98,3.52,Lima,Centro,FastCargo,Normal,1,0
PKG042749,CUST0758,frecuente,2024-07-24,6.2,1.96,1.79,4.02,Lima,Centro,RapidBox,Normal,0,0
PKG042750,CUST1798,frecuente,2024-12-29,1.6,0.1,0.75,4.35,Lima,Centro,PerúGo,Normal,1,0
PKG042751,CUST1652,nuevo,2024-11-07,2.9,0.24,2.88,2.09,Arequipa,Sur,RapidBox,Normal,1,0
PKG042752,CUST0215,nuevo,2024-12-18,1.6,1.35,4.51,4.23,Arequipa,Sur,EnvíaloYa,Express,1,0
PKG042753,CUST0007,nuevo,2024-11-09,3.7,0.83,3.88,2.57,Huánuco,Centro,RapidBox,Normal,1,0
PKG042754,CUST0764,premium,2024-04-25,2.2,2.58,0.55,3.98,Ancash,Centro,PerúGo,Normal,0,0
PKG042755,CUST0842,premium,2024-12-28,3.7,2.29,4.5,4.05,Cajamarca,Norte,EnvíaloYa,Normal,1,0
PKG042756,CUST1028,nuevo,2024-12-18,0.9,0.42,1.51,1.62,Cusco,Sur,LogisticX,Normal,1,0
PKG042757,CUST1778,frecuente,2024-10-14,1.3,0.58,1.1,3.79,Piura,Norte,PerúGo,Normal,0,0
PKG042758,CUST1790,frecuente,2024-05-28,4.2,3.09,1.73,2.1,Lima,Centro,FastCargo,Normal,0,1
PKG042759,CUST1583,frecuente,2024-05-15,2.2,0.69,1.23,3.65,La Libertad,Norte,EnvíaloYa,Normal,0,0
PKG042760,CUST1054,frecuente,2024-12-08,3.3,1.54,1.42,2.11,Cajamarca,Norte,FastCargo,Normal,1,0
PKG042761,CUST1083,frecuente,2024-02-12,0.7,2.09,1.28,2.15,Lima,Centro,EnvíaloYa,Normal,0,0
PKG042762,CUST0133,frecuente,2024-11-17,2.7,1.91,0.99,3.97,Piura,Norte,FastCargo,Normal,1,0
PKG042763,CUST0970,frecuente,2024-11-18,2.5,0.81,1.89,4.12,Amazonas,Sierra,PerúGo,Normal,1,0
PKG042764,CUST1609,frecuente,2024-04-21,1.3,0.83,1.35,1.68,Cusco,Sur,FastCargo,Express,0,0
PKG042765,CUST0762,premium,2024-11-25,7.2,0.11,1.14,3.62,Lima,Centro,RapidBox,Normal,1,0
PKG042766,CUST0885,frecuente,2024-11-26,10.0,0.24,1.57,3.65,Arequipa,Sur,FastCargo,Normal,1,0
PKG042767,CUST1571,nuevo,2024-08-01,1.4,3.16,2.67,3.8,Lima,Centro,LogisticX,Express,0,1
PKG042768,CUST0861,frecuente,2024-10-21,2.2,1.09,1.05,4.15,Lima,Centro,PerúGo,Normal,0,0
PKG042769,CUST1579,premium,2024-12-11,1.4,0.41,0.76,1.92,Piura,Norte,FastCargo,Normal,1,0
PKG042770,CUST1982,frecuente,2024-11-03,1.7,2.29,1.19,3.91,Lima,Centro,EnvíaloYa,Express,1,0
PKG042771,CUST0318,nuevo,2024-11-15,1.7,0.94,0.57,1.97,San Martín,Oriente,EnvíaloYa,Normal,1,0
PKG042772,CUST1019,nuevo,2024-09-08,3.2,0.07,1.32,1.73,Lima,Centro,FastCargo,Express,0,0
PKG042773,CUST1521,frecuente,2024-04-01,4.8,0.16,2.31,2.04,Arequipa,Sur,FastCargo,Normal,0,0
PKG042774,CUST0666,frecuente,2024-12-31,2.0,5.56,0.84,1.94,Junín,Centro,LogisticX,Normal,1,0
PKG042775,CUST1859,nuevo,2024-11-04,2.9,0.82,2.75,2.15,Puno,Sur,PerúGo,Normal,1,0
PKG042776,CUST1257,premium,2024-07-24,2.1,0.28,1.49,4.39,Lima,Centro,RapidBox,Express,0,0
PKG042777,CUST1923,frecuente,2024-11-27,1.7,1.39,2.23,4.88,Piura,Norte,PerúGo,Express,1,0
PKG042778,CUST0925,frecuente,2024-11-15,3.3,1.71,0.94,2.0,Cusco,Sur,PerúGo,Normal,1,0
PKG042779,CUST0260,nuevo,2024-05-22,1.2,2.18,3.7,4.2,Arequipa,Sur,EnvíaloYa,Normal,0,0
PKG042780,CUST0738,nuevo,2024-12-16,4.0,0.79,2.06,2.5,Lima,Centro,RapidBox,Normal,1,0
PKG042781,CUST0580,nuevo,2024-02-13,5.0,7.87,4.23,3.6,Lima,Centro,FastCargo,Normal,0,1
PKG042782,CUST0218,nuevo,2024-11-13,1.6,1.17,3.57,1.64,Ica,Sur,LogisticX,Express,1,0
PKG042783,CUST1246,frecuente,2024-10-18,2.2,0.28,0.44,3.91,Lima,Centro,EnvíaloYa,Express,0,0
PKG042784,CUST1799,frecuente,2024-07-13,1.5,1.96,0.41,1.86,Callao,Centro,FastCargo,Normal,0,0
PKG042785,CUST0858,premium,2024-12-10,5.0,1.46,4.7,4.65,Puno,Sur,EnvíaloYa,Normal,1,0
PKG042786,CUST1473,nuevo,2024-11-20,2.4,0.87,1.37,1.94,Puno,Sur,RapidBox,Normal,1,0
PKG042787,CUST0151,nuevo,2024-12-02,1.0,0.37,1.36,4.11,Piura,Norte,FastCargo,Express,1,0
PKG042788,CUST0899,frecuente,2024-09-09,2.2,0.35,2.56,2.77,Lima,Centro,RapidBox,Express,0,0
PKG042789,CUST1402,frecuente,2024-12-24,3.4,0.96,2.82,3.93,Lima,Centro,LogisticX,Normal,1,0
PKG042790,CUST0644,frecuente,2024-07-29,3.4,8.02,1.21,4.02,Arequipa,Sur,RapidBox,Normal,0,0
PKG042791,CUST0121,frecuente,2024-11-04,4.2,1.08,3.92,2.48,Cusco,Sur,FastCargo,Express,1,0
PKG042792,CUST1964,frecuente,2024-12-23,3.8,0.81,1.4,1.24,Lima,Centro,EnvíaloYa,Express,1,0
PKG042793,CUST0060,premium,2024-02-20,1.2,1.47,2.0,2.49,Loreto,Oriente,RapidBox,Normal,0,0
PKG042794,CUST0792,nuevo,2024-03-07,0.5,0.13,1.84,2.03,Lima,Centro,RapidBox,Normal,0,0
PKG042795,CUST1347,premium,2024-12-31,3.3,3.0,1.67,4.02,Callao,Centro,LogisticX,Normal,1,0
