package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable,distance_km
PKG031477,CUST0600,frecuente,2024-05-30,4.2,0.39,0.78,2.5,Junín,Centro,LogisticX,Normal,0,0,56.6540611610003
PKG031478,CUST0218,frecuente,2024-09-25,5.8,0.78,1.9,3.18,Ancash,Centro,PerúGo,Normal,0,0,115.90825840818697
PKG031479,CUST1436,frecuente,2024-12-27,2.0,1.11,0.39,5.78,Ica,Sur,LogisticX,Express,1,0,663.372422908107
PKG031480,CUST0850,nuevo,2024-11-16,0.6,0.1,2.52,5.93,Arequipa,Sur,LogisticX,Express,1,0,196.63358254198903
PKG031481,CUST0495,premium,2024-12-25,1.7,0.21,2.08,4.87,Arequipa,Sur,RapidBox,Normal,1,0,595.4105048629375
PKG031482,CUST1374,nuevo,2024-11-28,0.5,0.39,1.22,5.32,Lima,Centro,RapidBox,Express,1,0,256.3446417244156
PKG031483,CUST0476,frecuente,2024-11-28,1.4,0.81,2.5,4.33,Piura,Norte,FastCargo,Normal,1,0,257.9546336446374
PKG031484,CUST1742,frecuente,2024-11-12,0.7,0.47,1.65,3.66,Puno,Sur,EnvíaloYa,Normal,1,0,179.22762027029225
PKG031485,CUST0725,frecuente,2024-03-27,2.2,0.42,2.16,3.14,Lima,Centro,LogisticX,Normal,0,0,30.678865310341298
PKG031486,CUST0086,frecuente,2024-11-03,2.6,0.65,1.33,3.4,Lima,Centro,RapidBox,Normal,1,0,146.67482496749676
PKG031487,CUST0435,frecuente,2024-06-03,0.5,0.48,1.58,2.91,Amazonas,Sierra,RapidBox,Normal,0,0,58.2486680499128
PKG031488,CUST0829,frecuente,2024-12-31,1.7,1.0,4.42,7.14,Lima,Centro,PerúGo,Normal,1,0,1000.0
PKG031489,CUST0263,frecuente,2024-06-11,3.5,0.36,8.25,6.25,Ayacucho,Sur,EnvíaloYa,Normal,0,0,62.111530995983124
PKG031490,CUST0136,frecuente,2024-05-20,2.8,0.47,0.64,2.42,Ica,Sur,LogisticX,Normal,0,0,52.451173368521786
PKG031491,CUST1605,frecuente,2024-11-16,9.1,1.19,0.63,3.11,Puno,Sur,LogisticX,Normal,1,0,195.57108524371642
PKG031492,CUST1330,nuevo,2024-11-02,1.3,0.21,1.14,3.28,Lima,Centro,EnvíaloYa,Normal,1,0,143.0576237085975
PKG031493,CUST1810,frecuente,2024-01-14,1.0,0.47,2.91,3.46,La Libertad,Norte,EnvíaloYa,Normal,0,0,4.316836969485933
PKG031494,CUST1556,frecuente,2024-03-20,5.4,1.34,2.39,4.75,Piura,Norte,LogisticX,Express,0,0,27.745127073628144
PKG031495,CUST1887,nuevo,2024-12-08,3.3,0.35,0.67,5.18,Cusco,Sur,FastCargo,Express,1,0,333.24709903482693
PKG031496,CUST1128,nuevo,2024-10-22,2.7,0.35,5.21,4.87,Lima,Centro,RapidBox,Normal,0,0,132.21034109555555
PKG031497,CUST0547,frecuente,2024-03-30,0.6,1.0,0.95,2.54,Arequipa,Sur,RapidBox,Normal,0,0,31.56838026085612
PKG031498,CUST0592,frecuente,2024-10-10,4.0,2.4,2.72,3.61,Lima,Centro,LogisticX,Normal,0,0,125.18840467515405
PKG031499,CUST1519,nuevo,2024-06-03,0.5,0.87,2.5,3.37,Callao,Centro,LogisticX,Normal,0,0,58.377937902679754
PKG031500,CUST1741,premium,2024-05-16,5.5,0.73,0.71,2.46,Loreto,Oriente,FastCargo,Normal,0,0,50.615285939130494
PKG031501,CUST0248,premium,2024-12-26,1.3,0.91,2.33,5.09,Huánuco,Centro,RapidBox,Normal,1,0,632.7131846857826
PKG031502,CUST0533,frecuente,2024-08-08,5.7,0.71,1.46,2.91,Puno,Sur,RapidBox,Normal,0,0,89.8910879454006
PKG031503,CUST0508,premium,2024-01-29,1.8,1.05,1.22,2.63,Callao,Centro,FastCargo,Normal,0,0,9.508720271550672
PKG031504,CUST0373,frecuente,2024-12-28,2.0,0.27,0.54,4.23,Arequipa,Sur,EnvíaloYa,Normal,1,0,703.5013410549478
PKG031505,CUST1162,nuevo,2024-12-06,4.0,0.34,2.56,4.5,Piura,Norte,EnvíaloYa,Normal,1,0,316.79260875974995
PKG031506,CUST0711,premium,2024-06-04,5.6,0.74,1.73,4.48,Lima,Centro,PerúGo,Express,0,0,58.71677251134094
PKG031507,CUST0244,premium,2024-09-06,6.0,2.07,2.13,3.28,Lima,Centro,PerúGo,Normal,0,0,105.1512515038485
PKG031508,CUST0246,premium,2024-12-15,3.7,1.25,1.34,3.98,Ancash,Centro,PerúGo,Normal,1,0,396.52043302244306
PKG031509,CUST0060,frecuente,2024-08-06,3.3,0.17,1.32,2.84,Lima,Centro,FastCargo,Normal,0,0,88.45077419910137
PKG031510,CUST1516,nuevo,2024-11-09,0.7,0.48,2.44,4.09,La Libertad,Norte,RapidBox,Normal,1,0,167.59022180529513
PKG031511,CUST0493,frecuente,2024-11-05,4.4,0.77,1.44,3.48,Lima,Centro,RapidBox,Normal,1,0,153.08202271696274
PKG031512,CUST1304,nuevo,2024-09-01,3.4,2.61,2.26,4.84,La Libertad,Norte,LogisticX,Express,0,0,102.59710714907304
PKG031513,CUST0348,nuevo,2024-11-18,7.2,1.09,1.33,3.53,Lima,Centro,EnvíaloYa,Normal,1,0,204.05371955197182
PKG031514,CUST0537,nuevo,2024-10-15,3.3,1.51,1.28,2.9,Lima,Centro,LogisticX,Normal,0,0,128.22131327180097
PKG031515,CUST1490,frecuente,2024-01-13,0.7,0.11,2.21,3.11,Lima,Centro,PerúGo,Normal,0,0,4.29181999946347
PKG031516,CUST1919,frecuente,2024-12-09,0.6,0.51,1.85,4.14,Lima,Centro,RapidBox,Normal,1,0,336.81408958874243
PKG031517,CUST0346,premium,2024-03-10,3.3,1.06,1.13,2.61,Callao,Centro,RapidBox,Normal,0,0,24.01718818125131
PKG031518,CUST1404,nuevo,2024-10-10,2.6,1.12,4.47,4.48,Callao,Centro,RapidBox,Normal,0,0,124.75778270039311
PKG031519,CUST0160,frecuente,2024-11-10,3.5,0.41,0.67,3.08,Lima,Centro,EnvíaloYa,Normal,1,0,173.4528767042031
PKG031520,CUST1469,frecuente,2024-11-26,3.6,3.9,0.95,3.41,Tacna,Sur,FastCargo,Normal,1,1,244.49936672684026
PKG031521,CUST1054,nuevo,2024-09-07,5.0,1.05,1.83,3.13,Arequipa,Sur,EnvíaloYa,Normal,0,0,105.79674280885331
PKG031522,CUST1183,frecuente,2024-11-29,0.7,0.42,1.09,3.54,Lima,Centro,EnvíaloYa,Normal,1,0,266.0194720587182
PKG031523,CUST1111,nuevo,2024-03-21,0.7,0.8,1.13,4.12,Lima,Centro,RapidBox,Express,0,0,28.163018834247673
PKG031524,CUST1699,nuevo,2024-11-19,4.9,1.08,2.22,4.06,Lima,Centro,EnvíaloYa,Normal,1,0,211.94306497018584
PKG031525,CUST1271,frecuente,2024-12-10,1.6,0.44,1.46,3.94,Tacna,Sur,FastCargo,Normal,1,0,350.1299478002676
PKG031526,CUST0628,frecuente,2024-12-18,2.8,0.81,3.66,7.14,Junín,Centro,EnvíaloYa,Express,1,0,440.44657067548314
PKG031527,CUST0818,nuevo,2024-11-10,4.7,0.28,1.39,3.5,Arequipa,Sur,PerúGo,Normal,1,0,173.2937895034236
PKG031528,CUST1416,frecuente,2024-07-09,7.0,0.35,1.51,2.91,Pasco,Centro,PerúGo,Normal,0,0,75.05368965705127
PKG031529,CUST1664,nuevo,2024-04-09,8.2,0.99,0.72,2.43,Lima,Centro,LogisticX,Normal,0,0,35.67144783030746
PKG031530,CUST0011,nuevo,2024-07-29,1.1,2.11,2.3,4.82,Lima,Centro,RapidBox,Express,0,0,84.79469304718647
PKG031531,CUST0713,nuevo,2024-11-05,4.4,1.52,1.2,3.35,Junín,Centro,EnvíaloYa,Normal,1,0,155.29461610338876
PKG031532,CUST0517,nuevo,2024-04-29,2.5,1.12,1.0,2.59,Lima,Centro,PerúGo,Normal,0,0,43.713364106401315
PKG031533,CUST0459,premium,2024-12-26,1.4,1.02,1.16,4.37,Lima,Centro,RapidBox,Normal,1,0,609.4678842506909
PKG031534,CUST0372,nuevo,2024-12-19,5.4,1.14,3.46,5.34,Ayacucho,Sur,LogisticX,Normal,1,0,454.86839986877567
PKG031535,CUST0453,nuevo,2024-01-21,0.5,0.33,2.24,3.13,Cajamarca,Norte,RapidBox,Normal,0,0,6.702503719792826
PKG031536,CUST0658,premium,2024-11-08,0.8,0.4,3.09,4.46,Piura,Norte,EnvíaloYa,Normal,1,0,165.08983075138724
PKG031537,CUST0975,premium,2024-12-06,5.3,1.64,0.69,3.41,Lima,Centro,LogisticX,Normal,1,0,311.4723356590589
PKG031538,CUST1643,frecuente,2024-05-29,4.8,0.62,1.76,2.99,Lima,Centro,PerúGo,Normal,0,0,56.3113633539526
PKG031539,CUST0357,frecuente,2024-11-03,0.7,0.37,2.51,5.81,La Libertad,Norte,RapidBox,Express,1,0,148.4238898668353
PKG031540,CUST1264,nuevo,2024-09-04,2.1,0.18,1.43,4.42,Tacna,Sur,FastCargo,Express,0,0,104.17245874707885
PKG031541,CUST0589,premium,2024-04-29,2.3,0.97,5.9,5.04,Piura,Norte,EnvíaloYa,Normal,0,0,43.76713476590129
PKG031542,CUST1751,nuevo,2024-11-14,2.6,0.74,1.74,3.74,Callao,Centro,RapidBox,Normal,1,0,190.76601148585357
PKG031543,CUST1664,frecuente,2024-12-31,5.5,0.33,2.62,6.11,La Libertad,Norte,RapidBox,Normal,1,0,1000.0
PKG031544,CUST1793,frecuente,2024-08-10,3.9,1.49,2.14,3.25,Tumbes,Norte,FastCargo,Normal,0,0,90.91655216740689
PKG031545,CUST0430,nuevo,2024-11-07,2.8,0.33,6.49,6.4,Lima,Centro,RapidBox,Normal,1,0,160.76168104358797
PKG031546,CUST1046,nuevo,2024-07-18,0.5,0.79,0.8,2.56,Arequipa,Sur,PerúGo,Normal,0,0,79.45614285001479
PKG031547,CUST1545,frecuente,2024-12-16,1.8,0.88,0.9,3.78,Piura,Norte,EnvíaloYa,Normal,1,0,419.0306522539166
PKG031548,CUST0389,premium,2024-12-15,5.0,0.51,1.62,4.15,Cajamarca,Norte,LogisticX,Normal,1,0,399.9083725495697
PKG031549,CUST1161,frecuente,2024-04-19,2.6,0.31,2.23,3.19,Callao,Centro,PerúGo,Normal,0,0,39.39123761285895
PKG031550,CUST1278,nuevo,2024-12-19,0.9,1.77,1.02,5.67,Junín,Centro,FastCargo,Express,1,0,460.41479320446024
PKG031551,CUST0497,nuevo,2024-04-02,2.2,1.02,0.96,4.05,Lima,Centro,RapidBox,Express,0,0,32.85909215580411
PKG031552,CUST0960,frecuente,2024-02-28,3.6,0.67,1.72,2.9,Piura,Norte,EnvíaloYa,Normal,0,0,20.061319344111446
PKG031553,CUST0079,nuevo,2024-11-19,3.6,1.33,0.59,4.85,Ucayali,Oriente,PerúGo,Express,1,0,211.64841788247574
PKG031554,CUST1629,nuevo,2024-08-23,4.9,0.73,4.46,4.43,Arequipa,Sur,FastCargo,Normal,0,0,97.52083673294601
PKG031555,CUST0445,frecuente,2024-11-04,2.9,0.55,0.79,3.1,Callao,Centro,PerúGo,Normal,1,0,151.319911563477
PKG031556,CUST0567,nuevo,2024-11-19,1.7,0.77,2.02,3.95,La Libertad,Norte,LogisticX,Normal,1,0,211.43886475067794
PKG031557,CUST1818,premium,2024-02-02,3.9,0.7,2.83,3.44,Ica,Sur,EnvíaloYa,Normal,0,0,10.856865834706138
PKG031558,CUST0357,premium,2024-06-27,2.0,4.81,2.79,3.53,Lima,Centro,PerúGo,Normal,0,1,69.33167583968898
PKG031559,CUST0996,premium,2024-10-08,0.5,1.92,1.24,2.87,Callao,Centro,PerúGo,Normal,0,0,123.57318091344163
PKG031560,CUST0974,nuevo,2024-06-11,0.6,0.41,0.61,2.43,Cajamarca,Norte,RapidBox,Normal,0,0,62.00937132128603
PKG031561,CUST1633,premium,2024-01-30,3.0,0.66,0.61,2.33,Lambayeque,Norte,RapidBox,Normal,0,0,10.04222535171057
PKG031562,CUST0304,frecuente,2024-02-22,0.9,0.3,0.48,2.28,Lima,Centro,EnvíaloYa,Normal,0,0,18.133042986059756
PKG031563,CUST1456,nuevo,2024-12-07,6.2,1.13,1.11,3.68,Cusco,Sur,FastCargo,Normal,1,0,323.64313364570745
PKG031564,CUST0728,nuevo,2024-12-21,1.4,2.69,0.86,3.91,Lima,Centro,RapidBox,Normal,1,0,484.69479759749163
PKG031565,CUST0934,premium,2024-04-02,3.7,1.24,1.32,2.73,Lima,Centro,RapidBox,Normal,0,0,33.02996036670504
PKG031566,CUST1673,nuevo,2024-06-01,4.4,0.15,1.46,2.84,Tacna,Sur,PerúGo,Normal,0,0,57.33969987474431
PKG031567,CUST0905,premium,2024-11-19,2.2,0.3,2.31,5.84,Tumbes,Norte,RapidBox,Express,1,0,211.25394728148495
PKG031568,CUST1710,premium,2024-12-26,0.6,0.91,2.81,7.06,Lima,Centro,LogisticX,Express,1,0,617.0079161475805
PKG031569,CUST1668,nuevo,2024-07-01,2.3,1.27,1.92,4.6,Lima,Centro,EnvíaloYa,Express,0,0,71.21779716722095
PKG031570,CUST0253,nuevo,2024-12-14,1.5,0.47,4.92,7.74,Piura,Norte,EnvíaloYa,Express,1,0,386.49918145967047
PKG031571,CUST1604,nuevo,2024-11-01,2.3,1.63,1.54,3.51,Huancavelica,Sierra,PerúGo,Normal,1,0,141.05393011800183
PKG031572,CUST1104,nuevo,2024-12-26,7.9,0.81,3.96,7.74,Lima,Centro,EnvíaloYa,Express,1,0,627.2686550271749
PKG031573,CUST1052,frecuente,2024-03-24,1.2,1.55,3.34,3.73,Callao,Centro,FastCargo,Normal,0,0,29.296386562194165
PKG031574,CUST0853,premium,2024-12-28,2.4,0.79,0.95,6.24,Lima,Centro,LogisticX,Express,1,0,727.4274784682037
PKG031575,CUST1508,nuevo,2024-09-25,4.5,0.3,3.52,3.99,Madre de Dios,Oriente,FastCargo,Normal,0,0,116.31351473895222
PKG031576,CUST1372,frecuente,2024-12-26,0.5,3.03,3.27,5.59,Lima,Centro,FastCargo,Normal,1,0,611.2595387361883
PKG031577,CUST0221,frecuente,2024-10-06,1.4,0.84,0.67,2.58,Cusco,Sur,LogisticX,Normal,0,0,122.75271045609668
PKG031578,CUST1367,frecuente,2024-11-04,10.8,1.94,0.83,3.12,Ucayali,Oriente,LogisticX,Normal,1,0,151.03947059944687
PKG031579,CUST1205,premium,2024-12-08,1.4,0.82,1.53,3.93,Lima,Centro,FastCargo,Normal,1,0,326.72051790314396
PKG031580,CUST1417,premium,2024-11-28,2.3,0.94,2.19,4.15,Lima,Centro,EnvíaloYa,Normal,1,0,256.47950375424756
PKG031581,CUST1758,frecuente,2024-11-15,0.5,0.46,0.7,3.15,Callao,Centro,EnvíaloYa,Normal,1,0,193.3081354202125
PKG031582,CUST1211,premium,2024-09-11,5.7,1.0,8.23,6.33,Lima,Centro,LogisticX,Normal,0,0,107.90676567274149
PKG031583,CUST1315,frecuente,2024-12-06,3.8,0.58,5.37,6.11,Lima,Centro,EnvíaloYa,Normal,1,0,314.46539176684774
PKG031584,CUST0415,nuevo,2024-12-25,2.5,0.11,2.19,4.92,Arequipa,Sur,LogisticX,Normal,1,0,592.1824508118472
PKG031585,CUST1238,premium,2024-01-06,4.1,1.29,1.3,2.65,Piura,Norte,RapidBox,Normal,0,0,1.9718681810672094
PKG031586,CUST1562,frecuente,2024-11-11,5.9,0.36,0.69,4.83,Lima,Centro,FastCargo,Express,1,0,177.27120416227066
PKG031587,CUST0101,frecuente,2024-12-15,5.1,1.05,2.22,4.5,Cajamarca,Norte,PerúGo,Normal,1,0,401.9546336201611
PKG031588,CUST1411,frecuente,2024-11-19,2.1,0.92,2.47,4.21,La Libertad,Norte,EnvíaloYa,Normal,1,0,211.7509733507357
PKG031589,CUST0811,nuevo,2024-12-07,1.1,0.56,0.67,3.43,Arequipa,Sur,FastCargo,Normal,1,0,322.7185642584903
PKG031590,CUST1423,nuevo,2024-12-19,0.9,1.12,0.68,3.73,La Libertad,Norte,PerúGo,Normal,1,0,450.8754079274302
PKG031591,CUST0385,premium,2024-12-01,2.3,1.42,4.15,5.33,Lima,Centro,LogisticX,Normal,1,0,278.0211356766522
PKG031592,CUST1351,nuevo,2024-11-27,0.5,0.3,1.66,3.84,Lima,Centro,RapidBox,Normal,1,0,252.47397443017113
PKG031593,CUST0659,nuevo,2024-12-27,0.7,2.19,2.8,5.45,Cajamarca,Norte,LogisticX,Normal,1,0,669.0346398928284
PKG031594,CUST0663,premium,2024-12-15,2.1,2.15,0.9,3.73,Lima,Centro,PerúGo,Normal,1,0,398.5568770580898
PKG031595,CUST0862,nuevo,2024-12-09,0.8,1.65,3.65,5.18,Piura,Norte,LogisticX,Normal,1,0,337.8888162030444
PKG031596,CUST0007,frecuente,2024-02-22,3.9,0.32,0.81,2.44,La Libertad,Norte,PerúGo,Normal,0,0,18.073223672395358
PKG031597,CUST1916,nuevo,2024-05-25,0.7,0.22,1.2,4.21,Arequipa,Sur,PerúGo,Express,0,0,54.63223802860077
PKG031598,CUST0711,nuevo,2024-11-07,2.7,0.4,1.69,3.65,Lambayeque,Norte,RapidBox,Normal,1,0,162.7269850756278
PKG031599,CUST0969,frecuente,2024-11-26,4.3,0.58,2.31,4.2,Lima,Centro,EnvíaloYa,Normal,1,0,247.27172518077808
PKG031600,CUST0227,frecuente,2024-07-03,0.7,0.5,1.61,2.95,Arequipa,Sur,EnvíaloYa,Normal,0,0,72.25564550496937
PKG031601,CUST1068,premium,2024-02-26,4.8,0.18,2.83,3.45,Arequipa,Sur,LogisticX,Normal,0,0,19.59493015789028
PKG031602,CUST0248,frecuente,2024-07-08,5.5,1.18,2.34,3.32,Lima,Centro,FastCargo,Normal,0,0,74.53159519464867
PKG031603,CUST1621,nuevo,2024-12-04,7.6,1.48,1.41,3.79,Ancash,Centro,PerúGo,Normal,1,0,294.8321419326198
PKG031604,CUST0135,nuevo,2024-12-17,1.6,2.17,3.48,5.27,Arequipa,Sur,FastCargo,Normal,1,0,419.76733028963366
PKG031605,CUST0863,nuevo,2024-12-21,2.4,1.05,0.98,3.99,Apurímac,Sur,FastCargo,Normal,1,0,488.1480565695207
PKG031606,CUST0459,premium,2024-08-19,2.2,0.86,1.52,2.95,Lima,Centro,EnvíaloYa,Normal,0,0,95.24190654443427
PKG031607,CUST1843,nuevo,2024-08-15,2.6,0.19,2.36,3.37,Amazonas,Sierra,LogisticX,Normal,0,0,93.21461674931714
PKG031608,CUST1468,frecuente,2024-09-05,1.4,2.27,2.95,3.68,Lima,Centro,LogisticX,Normal,0,0,104.41353960594833
PKG031609,CUST0732,premium,2024-08-17,2.4,2.59,2.06,3.22,Lambayeque,Norte,FastCargo,Normal,0,0,94.2599239506156
PKG031610,CUST0233,nuevo,2024-11-21,3.5,6.65,2.73,6.1,Apurímac,Sur,PerúGo,Express,1,1,219.4406209112453
PKG031611,CUST1207,nuevo,2024-08-06,3.2,0.9,1.49,2.92,Huancavelica,Sierra,LogisticX,Normal,0,0,88.73412513456414
PKG031612,CUST1136,nuevo,2024-01-13,0.7,0.97,1.32,2.67,Ica,Sur,PerúGo,Normal,0,0,4.110744929143275
PKG031613,CUST1241,premium,2024-09-24,7.4,0.6,1.3,2.88,Lima,Centro,LogisticX,Normal,0,0,115.61564518289562
PKG031614,CUST0828,nuevo,2024-05-16,3.4,0.38,0.85,2.53,Ica,Sur,LogisticX,Normal,0,0,50.75974791444812
PKG031615,CUST0384,frecuente,2024-01-18,1.1,0.84,2.6,3.31,Junín,Centro,RapidBox,Normal,0,0,5.846041630530871
PKG031616,CUST0376,frecuente,2024-10-14,3.2,1.24,3.87,4.19,Callao,Centro,EnvíaloYa,Normal,0,0,127.2940026351846
PKG031617,CUST1831,premium,2024-05-05,7.6,2.35,1.36,2.77,Tacna,Sur,FastCargo,Normal,0,0,46.12291782874768
PKG031618,CUST0469,nuevo,2024-10-03,3.9,1.03,0.93,2.71,Lambayeque,Norte,EnvíaloYa,Normal,0,0,120.56691715939468
PKG031619,CUST1691,nuevo,2024-06-18,6.5,0.38,1.51,4.39,Lima,Centro,LogisticX,Express,0,0,65.07678421938046
PKG031620,CUST1198,premium,2024-11-13,2.8,0.96,1.6,5.37,Moquegua,Sur,FastCargo,Express,1,0,185.12123235553724
PKG031621,CUST0249,frecuente,2024-12-30,4.4,3.05,1.22,5.16,Lima,Centro,FastCargo,Normal,1,0,939.3997977917559
PKG031622,CUST0286,nuevo,2024-11-06,2.9,1.47,1.06,3.27,Huancavelica,Sierra,LogisticX,Normal,1,0,158.47505016989751
PKG031623,CUST0091,nuevo,2024-11-18,2.9,1.01,1.08,3.4,La Libertad,Norte,RapidBox,Normal,1,0,208.1984825028912
PKG031624,CUST1482,nuevo,2024-12-22,4.9,11.04,0.99,4.03,Arequipa,Sur,EnvíaloYa,Normal,1,1,503.34326984075943
PKG031625,CUST1912,premium,2024-08-16,2.1,2.55,0.47,3.92,Ica,Sur,RapidBox,Express,0,0,93.68111503494796
PKG031626,CUST0964,nuevo,2024-04-11,1.3,0.09,1.71,2.93,Madre de Dios,Oriente,EnvíaloYa,Normal,0,0,36.435941319573814
PKG031627,CUST1138,frecuente,2024-06-21,2.2,0.73,0.51,3.89,Callao,Centro,PerúGo,Express,0,0,66.47934976358934
PKG031628,CUST0701,nuevo,2024-09-02,3.6,1.16,1.25,4.33,Apurímac,Sur,LogisticX,Express,0,0,103.0989483352152
PKG031629,CUST0285,nuevo,2024-11-18,7.8,1.62,1.25,3.5,Lima,Centro,EnvíaloYa,Normal,1,0,207.1374594203146
PKG031630,CUST1927,nuevo,2024-01-03,0.6,0.18,1.82,2.91,Loreto,Oriente,LogisticX,Normal,0,0,1.0
PKG031631,CUST0754,premium,2024-12-14,0.5,0.12,1.36,3.97,Tacna,Sur,RapidBox,Normal,1,0,383.9865998538555
PKG031632,CUST1214,nuevo,2024-02-16,3.1,8.23,3.46,3.76,Arequipa,Sur,EnvíaloYa,Normal,0,1,15.828982989475529
PKG031633,CUST0853,frecuente,2024-12-19,2.3,0.3,1.82,6.13,Tacna,Sur,LogisticX,Express,1,0,461.83162747643775
PKG031634,CUST1514,nuevo,2024-12-25,1.3,0.3,1.79,4.7,Lima,Centro,RapidBox,Normal,1,0,596.8972345538834
PKG031635,CUST1335,frecuente,2024-12-30,0.5,0.23,1.28,5.16,La Libertad,Norte,EnvíaloYa,Normal,1,0,923.1005590451726
PKG031636,CUST1384,nuevo,2024-12-08,5.5,0.47,0.86,3.56,Piura,Norte,LogisticX,Normal,1,0,331.6313094595843
PKG031637,CUST0358,nuevo,2024-03-27,3.7,0.27,3.32,5.22,Lima,Centro,LogisticX,Express,0,0,30.596561796829562
PKG031638,CUST1785,nuevo,2024-11-26,3.8,0.27,1.36,3.65,Callao,Centro,RapidBox,Normal,1,0,244.9487694701859
PKG031639,CUST1442,nuevo,2024-05-04,1.2,1.64,1.99,3.09,Lima,Centro,EnvíaloYa,Normal,0,0,45.46076128950632
PKG031640,CUST0665,nuevo,2024-12-19,3.0,0.72,0.82,3.82,Lima,Centro,FastCargo,Normal,1,0,454.8536367444582
PKG031641,CUST0115,frecuente,2024-07-12,2.6,0.83,1.75,3.03,Loreto,Oriente,PerúGo,Normal,0,0,76.13672203666998
PKG031642,CUST1907,frecuente,2024-07-18,1.3,3.06,2.44,3.38,Huánuco,Centro,PerúGo,Normal,0,0,79.14136817179634
PKG031643,CUST1824,frecuente,2024-12-21,2.5,0.22,1.39,4.25,Junín,Centro,PerúGo,Normal,1,0,499.36336928244447
PKG031644,CUST0081,premium,2024-01-09,1.3,0.75,0.8,2.41,Huancavelica,Sierra,FastCargo,Normal,0,0,2.6638762453766365
PKG031645,CUST0519,nuevo,2024-04-28,5.9,1.45,2.57,3.37,Amazonas,Sierra,LogisticX,Normal,0,0,43.12590833586988
PKG031646,CUST0454,nuevo,2024-09-14,1.7,0.54,3.4,3.92,Lambayeque,Norte,EnvíaloYa,Normal,0,0,109.61284625982255
PKG031647,CUST0258,frecuente,2024-11-25,4.4,0.16,1.36,3.64,Lima,Centro,LogisticX,Normal,1,0,241.27618517838306
PKG031648,CUST0726,premium,2024-11-19,6.7,0.3,1.14,3.44,Lima,Centro,PerúGo,Normal,1,0,208.57847588801343
PKG031649,CUST0186,premium,2024-11-21,0.9,1.17,1.24,5.25,Piura,Norte,LogisticX,Express,1,0,221.3764028572353
PKG031650,CUST1470,premium,2024-12-17,0.8,0.12,1.51,4.14,Apurímac,Sur,PerúGo,Normal,1,0,424.08942462800195
PKG031651,CUST1916,premium,2024-03-14,6.6,0.32,3.22,3.66,Lima,Centro,PerúGo,Normal,0,0,25.800996127283316
PKG031652,CUST0746,frecuente,2024-11-03,1.3,1.84,0.94,4.91,Lima,Centro,EnvíaloYa,Express,1,0,147.69657606548512
PKG031653,CUST1644,nuevo,2024-11-28,1.0,0.5,2.83,4.52,Arequipa,Sur,FastCargo,Normal,1,0,258.544548604059
PKG031654,CUST0526,nuevo,2024-11-17,1.2,1.04,2.71,4.32,Lima,Centro,LogisticX,Normal,1,0,202.18537138917497
PKG031655,CUST0693,frecuente,2024-09-30,3.0,0.64,1.5,4.49,La Libertad,Norte,FastCargo,Express,0,0,118.95529050818196
PKG031656,CUST0250,nuevo,2024-01-11,3.1,1.19,2.12,3.07,Ucayali,Oriente,EnvíaloYa,Normal,0,0,3.452546629899183
PKG031657,CUST0545,nuevo,2024-02-06,0.5,1.24,1.21,4.13,Callao,Centro,FastCargo,Express,0,0,12.471330633598459
PKG031658,CUST1741,nuevo,2024-03-13,2.4,0.4,1.53,2.82,La Libertad,Norte,EnvíaloYa,Normal,0,0,25.326211382748205
PKG031659,CUST1965,premium,2024-07-28,2.6,0.98,2.15,4.74,Ica,Sur,RapidBox,Express,0,0,84.08359527162258
PKG031660,CUST1056,frecuente,2024-03-12,1.4,1.8,1.15,4.13,La Libertad,Norte,LogisticX,Express,0,0,25.03407786727216
PKG031661,CUST0672,premium,2024-09-16,3.8,1.27,1.77,4.61,Piura,Norte,RapidBox,Express,0,0,111.05385909875946
PKG031662,CUST1230,nuevo,2024-04-18,6.0,1.02,1.8,4.48,Lima,Centro,LogisticX,Express,0,0,39.35923990365019
PKG031663,CUST0879,frecuente,2024-12-05,4.2,0.67,0.74,3.42,Callao,Centro,PerúGo,Normal,1,0,302.06897707649864
PKG031664,CUST0105,frecuente,2024-12-16,2.0,0.06,1.76,4.26,Cusco,Sur,LogisticX,Normal,1,0,410.3460022583276
PKG031665,CUST1713,frecuente,2024-08-25,2.3,0.29,1.86,3.13,Tumbes,Norte,RapidBox,Normal,0,0,98.74372658385411
PKG031666,CUST0127,frecuente,2024-11-02,1.4,7.97,0.89,4.87,Arequipa,Sur,RapidBox,Express,1,1,143.2142952882693
PKG031667,CUST1421,frecuente,2024-12-26,1.6,0.26,0.5,4.0,Amazonas,Sierra,LogisticX,Normal,1,0,613.6444286017413
PKG031668,CUST1346,premium,2024-11-05,2.5,0.17,1.54,3.54,Loreto,Oriente,RapidBox,Normal,1,0,153.3620833979042
PKG031669,CUST1889,nuevo,2024-12-31,1.2,0.46,1.28,5.34,La Libertad,Norte,RapidBox,Normal,1,0,1000.0
PKG031670,CUST1672,frecuente,2024-03-27,0.6,0.51,1.04,2.58,Piura,Norte,FastCargo,Normal,0,0,30.660772890138492
PKG031671,CUST0906,nuevo,2024-12-15,2.7,0.72,1.64,4.15,Ucayali,Oriente,LogisticX,Normal,1,0,396.4287340512736
PKG031672,CUST0114,nuevo,2024-10-30,2.8,0.69,3.05,3.8,Lima,Centro,PerúGo,Normal,0,0,137.51375483742981
